Wall time,Step,Value
1748267750.8746088,500,1.6666666269302368
1748267754.278678,2000,1.5263158082962036
1748267755.3622413,2500,1.6666666269302368
1748267766.8231502,5500,1.8421052694320679
1748267767.9197035,6000,1.9299999475479126
1748267771.2237055,7500,2.069999933242798
1748267772.3337207,8000,2.2200000286102295
1748267775.6435556,9500,2.2699999809265137
1748267781.7689848,10000,2.3399999141693115
1748267782.8636255,10500,2.319999933242798
1748267785.0668335,11500,2.369999885559082
1748267786.1575751,12000,2.240000009536743
1748267789.4901762,13500,2.1600000858306885
1748267790.5907524,14000,2.109999895095825
1748267801.4259696,17000,2.200000047683716
1748267804.5532367,18500,2.2799999713897705
1748267805.6048365,19000,2.1700000762939453
1748267806.6396174,19500,2.2300000190734863
1748267812.1828415,20000,2.25
1748267813.250317,20500,2.2699999809265137
1748267820.713747,24000,2.1700000762939453
1748267821.7700367,24500,2.2300000190734863
1748267827.5674207,25000,2.2799999713897705
1748267829.6459937,26000,2.3299999237060547
1748267830.7233393,26500,2.309999942779541
1748267832.9071782,27500,2.180000066757202
1748267836.1082964,29000,2.2200000286102295
1748267843.5771868,30500,2.2100000381469727
1748267844.6447237,31000,2.190000057220459
1748267845.698644,31500,2.200000047683716
1748267846.754817,32000,2.180000066757202
1748267848.871536,33000,2.2799999713897705
1748267849.9306386,33500,2.190000057220459
1748267850.9851403,34000,2.200000047683716
1748267852.034392,34500,2.2200000286102295
1748267858.4913564,35500,2.200000047683716
1748267859.556333,36000,2.25
1748267865.908539,39000,2.549999952316284
1748267873.6531453,40000,2.700000047683716
1748267874.6913927,40500,2.819999933242798
1748267876.720871,41500,3.0
1748267877.7345846,42000,3.059999942779541
1748267879.8466084,43000,3.25
1748267890.646226,45000,3.680000066757202
1748267891.7062776,45500,3.8399999141693115
1748267896.8795953,48000,4.119999885559082
1748267906.2295618,50000,3.990000009536743
1748267907.2802656,50500,4.03000020980835
1748267910.4020534,52000,4.159999847412109
1748267913.5150688,53500,4.159999847412109
1748267914.545829,54000,4.25
